Name	1	2	3	4	5	6	7	8	9	10
CCKBR	0.001529	0.001473	3.742e-05	-0.001026	0.003927	-0.0009583	0.0003418	0.00212	NaN	-0.001967
CCL1	-1.732e-05	9.054e-05	0.0006316	0.0002082	0.0005946	-0.00144	0.0004941	0.00181	NaN	-0.0003346
CCL11	-0.0008728	0.001614	0.001359	0.001584	0.002117	0.003331	0.003563	0.002454	NaN	0.003265
CCL13	0.001413	0.002049	0.0001266	0.001906	0.002306	0.001839	0.003029	0.001807	NaN	8.239e-05
CCL16	0.003035	0.003504	0.003216	0.00071	0.0003379	0.001129	-0.0001817	0.002387	NaN	-0.0006154
CCL17	0.002832	-8.193e-05	-0.001548	-0.001249	-0.001962	-0.002623	-0.003467	-0.001998	NaN	-0.001029
CCL18	8.257e-05	-0.002079	-0.005141	-0.004222	0.0002579	0.0005468	0.002714	0.0004494	NaN	-9.218e-05
CCL19	0.0007314	0.001994	0.0004507	-0.002796	-0.002053	-0.003681	-0.0009921	0.0002175	NaN	0.001713
CCL2	0.0008635	0.000693	-0.003194	-0.002964	-0.001408	-0.001707	-0.001403	0.002338	NaN	-0.00166
CCL20	-0.001531	0.007978	0.001059	0.003706	0.002286	0.007343	0.01025	0.01637	NaN	0.001494
CCL21	0.002619	0.007977	0.006271	0.001455	0.00234	0.0007903	0.001805	0.0008281	NaN	0.003401
CCL22	0.005871	0.003347	0.003181	0.003418	-0.0003767	0.001155	0.00041	-0.002339	NaN	0.001868
CCL23	0.00152	0.0005272	0.001152	0.0001131	0.001658	-0.0002091	0.002786	-0.0007516	NaN	0.001138
CCL24	0.0007207	4.171e-05	-0.0004723	-0.0005665	-0.0001068	-0.0003304	-0.001248	8.411e-05	NaN	-0.0007924
CCL25	0.001168	-0.0002518	-0.0003049	0.0008019	0.0002885	-5.434e-05	-6.35e-06	-0.001017	NaN	-0.0004264
CCL27	0.0006996	0.002872	0.001445	0.0019	-0.0003005	-0.0004862	-0.0002386	0.0016	NaN	0.001448
CCL4	0.004853	0.005327	0.003685	0.001122	0.0006952	0.002667	0.0003923	0.005901	NaN	-0.002113
CCL5	0.0001253	0.0007316	-0.0003472	0.001502	-0.0009482	0.001121	-0.000246	0.00159	NaN	-0.002101
CCL7	0.001593	0.001527	0.001034	-0.0004239	-0.0005582	0.001523	0.002771	0.002719	NaN	0.0007188
CCL8	0.001126	-0.0001022	3.332e-05	-0.002142	-0.001325	0.003484	0.005918	0.006848	NaN	0.0006939
CCNA1	0.001839	0.003512	0.001902	0.002306	-0.0002819	0.003779	0.0003962	0.001048	NaN	0.0003907
CCNA2	0.0002243	-0.005668	-0.004304	-0.001283	-0.002618	-0.0005516	-0.01165	-0.0104	NaN	-0.00222
CCNB1	-0.002514	-0.004407	-0.00278	0.001448	0.0005513	0.001465	-0.004496	-0.007164	NaN	4.53e-05
CCNB1IP1	0.002948	0.002786	0.003268	0.002841	-0.003999	0.0001014	0.00343	0.005229	NaN	0.00309
CCNB2	2.139e-05	-0.0003527	0.004217	0.008961	0.002852	0.001608	-0.009591	-0.0145	NaN	0.0003558
CCNC	-0.007245	-0.005401	-0.004213	-0.004185	-0.001344	-0.0002683	-0.0002343	-0.005016	NaN	-0.00256
CCND1	0.0004331	-0.01327	-0.009873	-0.01204	-0.01954	-0.01967	-0.01372	-0.005859	NaN	-0.003499
CCND2	0.001475	0.001221	-0.0002934	-0.001639	-0.002609	-0.002221	0.003439	0.004616	NaN	0.001157
CCND3	-0.0114	-0.008921	-0.007744	0.0007727	0.001196	0.006238	0.001655	0.002616	NaN	-0.00021
CCNE1	-0.005635	-0.006748	-0.006665	-0.007602	-0.001709	-0.004991	0.0004716	0.002491	NaN	-0.002124
CCNE2	-0.01023	-0.009529	-0.006	-0.006141	-0.005283	-0.00523	-0.006574	0.001939	NaN	-0.002397
CCNF	-0.001315	-0.003859	-0.0001629	-0.003233	-0.002961	-0.004318	-0.006637	-0.004982	NaN	-0.001219
CCNG1	0.0038	0.003229	0.00456	0.002801	0.0004089	0.0009169	-0.001492	-0.00618	NaN	-0.002178
CCNG2	0.01295	0.01582	0.01461	0.01444	0.01012	0.005947	-0.0009818	-0.007202	NaN	0.002114
CCNH	-0.003631	0.0001499	0.001051	0.0001578	-0.001987	-0.0008771	0.0006772	0.00528	NaN	0.0006047
CCNI	0.002392	0.001437	0.002346	-0.0007897	-0.0003537	-2.661e-05	-0.001875	-0.004115	NaN	-0.0004519
CCNJ	-0.00507	-0.003662	-0.004298	-0.004334	-0.002407	-0.003314	-0.001953	-0.0002868	NaN	-0.002495
CCNJL	-0.00116	-0.0008972	-0.0005785	-0.0006528	0.001464	0.002278	0.001899	-0.001113	NaN	-0.001096
CCNK	0.0009264	0.0008315	0.0007588	-0.001268	-0.0009969	-0.0003938	0.0006201	0.001639	NaN	-4.754e-05
CCNL1	0.003096	0.003508	0.003916	0.002965	-0.0005325	-4.389e-05	0.002723	0.004014	NaN	0.0006343
CCNL2	0.008855	0.008633	0.005882	0.005568	0.004045	0.003666	0.005745	0.004016	NaN	0.003088
CCNO	-0.00256	-0.001115	-0.001626	0.001437	0.0009801	0.0009373	-0.002243	0.0005897	NaN	-0.0005465
CCNT1	-0.002116	-0.0002009	-0.0004966	-0.0003193	-0.0023	-0.001729	0.001322	0.003628	NaN	-0.001038
CCNT2	0.001058	0.001087	-0.000168	-0.0009387	0.0004006	0.0003328	0.0002088	0.002886	NaN	-0.00053
CCP110	-0.002984	-0.003214	-0.004233	-0.004836	-0.002457	-0.005459	-0.002168	-0.001209	NaN	-0.002948
CCPG1	0.006725	0.00659	0.003752	0.002779	0.005902	0.005345	0.00252	0.001128	NaN	0.002901
CCR1	0.001428	-0.002659	-0.0008386	-0.002703	0.002581	0.00424	0.005653	0.00241	NaN	-0.001439
CCR10	0.004603	0.004529	0.0007842	-0.001514	0.004491	0.002756	0.001283	0.0007036	NaN	0.0004141
CCR2	-0.002108	-0.004871	-0.001423	-0.002472	0.0004851	0.00101	-0.0001675	-0.003222	NaN	-0.002023
CCR3	0.001894	0.002261	0.001972	-0.0002438	0.001396	0.0006404	0.0003436	0.0009753	NaN	0.001291
CCR4	-0.0007592	-0.0006589	0.000208	-0.001636	9.456e-05	-1.757e-05	0.000309	0.001426	NaN	0.0005271
CCR5	0.004686	0.0008154	0.0009516	-0.001278	0.0004251	0.002841	0.002146	-0.0008807	NaN	0.0004469
CCR6	-0.003339	-0.001979	-0.00235	-0.002017	0.0002079	-0.0008036	-0.0005397	-0.001736	NaN	0.0003993
CCR7	0.001931	-0.0006903	-0.001317	0.002097	-0.002177	-0.00274	0.002774	-0.0008747	NaN	0.001447
CCR8	0.000364	0.0006317	0.0007197	-0.0007319	3.533e-06	-0.000355	0.001114	0.002256	NaN	0.0008504
CCR9	0.0002237	-0.0005948	0.001667	0.001506	-0.001747	-0.001303	-1.899e-05	-0.0001057	NaN	8.061e-05
CCRL1	-0.0005404	0.002883	0.002625	-5.955e-05	-0.0003212	0.0008025	-0.0001871	0.000656	NaN	0.001664
CCRL2	0.003098	0.002039	0.001555	-0.001875	0.002341	0.003796	0.005664	0.00368	NaN	0.002608
CCRN4L	-0.000336	-0.0004388	-0.00122	-0.0007966	-0.0007795	-0.001201	-6.906e-05	0.001701	NaN	3.077e-06
CCS	0.004956	0.006817	0.004826	0.001768	0.003991	0.004475	0.00328	0.001173	NaN	0.001549
CCT2	-0.01405	-0.01439	-0.01343	-0.008485	-0.0079	-0.00561	-0.002504	-0.0006623	NaN	-0.005326
CCT3	-0.007068	-0.009513	-0.006851	-0.004206	-0.004508	-0.0007192	-0.000474	-0.002128	NaN	-0.002884
CCT4	-0.004695	-0.008662	-0.006309	-0.003501	-0.006077	-0.003446	-0.0007964	-0.004769	NaN	-0.00371
CCT5	-0.008853	-0.01052	-0.006344	-0.00235	-0.000322	-0.0006994	-0.0008125	-0.00409	NaN	-0.001853
CCT6A	-0.005562	-0.00293	-0.002182	-0.0003718	-0.004	-0.001914	0.0004325	0.002853	NaN	0.0005432
CCT6B	0.0004474	0.001543	0.001727	0.00183	0.004081	0.00413	0.002816	0.001752	NaN	0.001792
CCT7	-0.006556	-0.008339	-0.008	-0.00261	-0.003647	-0.001559	-0.002798	-0.005754	NaN	-0.004191
CCT8	-0.0009149	-0.001512	-0.001246	-0.002152	-0.003012	-0.002439	0.001395	0.00159	NaN	-0.0005813
CCT8L2	-1.583e-06	0.0004783	0.0004444	-0.0005038	0.0001472	0.0003065	0.000504	0.0006464	NaN	0.0002259
CCZ1	0.000282	0.0004116	0.0005281	-0.0001858	-0.0009117	-0.0006268	-0.000146	9.219e-05	NaN	-0.000227
CD101	-0.0004848	-0.001035	-0.0009711	-0.001202	-0.001038	0.0006747	0.000316	0.001444	NaN	0.0005571
CD14	0.006205	0.001157	0.002592	0.004164	0.004656	0.006074	-0.001801	0.0001856	NaN	-0.005222
CD151	0.001237	-0.0001938	-0.00258	-0.0007011	-0.001583	-0.004036	-0.005748	-0.002129	NaN	-0.002549
CD160	-0.001646	-0.001494	-0.003327	-0.001766	-0.0005733	-0.002334	-0.001692	0.001396	NaN	-0.0004694
CD163	0.002597	0.003446	0.002673	0.004111	0.004194	0.005373	0.006586	0.006371	NaN	0.002351
CD164	0.002367	-0.000727	-0.00186	0.003083	8.136e-05	0.001901	0.0008931	-0.00378	NaN	0.0004169
CD177	0.002007	0.00525	0.004766	0.004674	0.002706	0.001985	0.002084	0.004662	NaN	0.001998
CD180	-0.001017	-0.001211	0.000403	-0.0008625	0.001772	-0.0001345	0.00117	-0.001175	NaN	0.0001928
CD19	-0.003059	-0.00087	0.0003912	6.864e-05	-0.001221	-0.002258	-0.001559	0.001537	NaN	-0.000143
CD1A	0.003932	0.00138	0.001988	0.004965	0.0008495	0.002656	0.005243	-9.859e-05	NaN	0.00143
CD1B	0.005514	0.002328	0.003693	0.002528	-0.002063	0.0007397	0.003057	0.002563	NaN	-0.0003397
CD1C	-0.003063	-0.00331	-0.0001139	0.002073	0.000224	0.001258	0.004787	0.002216	NaN	0.001361
CD1D	-0.00342	-0.004849	-0.003349	-0.002192	-0.0009771	-0.002105	-0.000525	0.0003812	NaN	-8.436e-05
CD1E	0.006569	0.004661	0.00577	0.005625	-0.0005996	0.002381	0.005859	0.003642	NaN	0.001206
CD2	0.002017	0.001367	0.0003691	0.0005721	0.0001988	0.0007183	0.001088	0.001595	NaN	0.0008781
CD200	0.0002847	-0.002172	0.001521	0.000766	-0.001337	-0.001026	-0.003451	-0.004875	NaN	-0.002245
CD207	-0.002227	-0.002475	-0.001727	-8.375e-05	-0.001156	-0.0006483	0.0007853	-0.002308	NaN	-0.001316
CD209	-0.0001083	-0.0003781	-0.0008675	-0.001182	-0.0002437	0.000478	0.001891	0.00238	NaN	0.000376
CD22	-0.001525	-0.0002179	-0.0005842	-0.001046	-0.0003191	-0.0002494	0.0004393	4.893e-05	NaN	0.0003734
CD226	0.002026	0.0013	-0.000414	-0.001729	0.0009933	0.0003789	0.002983	0.001753	NaN	-0.0006859
CD24	-0.004232	-0.01185	-0.007815	-0.009153	0.001969	-0.008958	-0.01401	-0.007604	NaN	0.0002814
CD244	-0.002147	-0.003228	-0.002438	-0.002643	-0.002951	-0.002909	-0.001124	0.002297	NaN	-0.0009035
CD247	-0.0006387	0.0002485	0.00108	-0.0008111	-0.001193	-0.003239	0.0006095	0.004064	NaN	0.0005944
CD248	0.0007798	-0.0006211	-0.003109	-0.003004	0.002025	0.001551	0.001844	1.794e-05	NaN	-0.0003051
CD27	-0.004062	-0.004896	-0.004621	-0.004152	-0.003758	-0.005505	-0.001721	0.002683	NaN	-0.004572
CD28	0.0009174	0.001761	0.001706	0.0001772	-0.0002852	0.0001808	0.0008732	0.002458	NaN	0.001192
CD2AP	-0.0006863	-0.0002142	-0.00169	0.0004453	-0.001569	-0.001066	-0.0001648	-6.86e-05	NaN	0.0009335
CD2BP2	0.00213	0.003057	0.002211	-0.0004705	0.0009432	-0.0003708	0.001316	0.001573	NaN	-0.0002097
CD300A	0.0004652	0.0004877	9.461e-05	0.0002747	0.001132	0.000231	0.001778	0.00118	NaN	0.000762
CD300C	-0.0005055	-0.001512	-0.0007735	-0.0005266	0.0003103	-0.0001064	4.085e-05	-0.0009687	NaN	-7.908e-05
CD302	0.00622	0.004645	0.003289	0.001651	0.002632	0.00512	-0.00253	0.001788	NaN	0.000309
CD320	-0.002782	0.003941	0.00399	0.00294	0.0007454	0.001796	0.001249	0.003582	NaN	0.00284
CD33	-0.001468	-0.002376	-0.002033	-0.001904	-0.0002316	0.0005713	-7.977e-06	0.001252	NaN	-0.0005437
CD34	-0.001783	-0.00352	-0.002548	-0.003985	-0.005096	-0.001961	-0.00142	0.003712	NaN	-0.002382
CD36	-0.00978	-0.006929	-0.008054	-0.00918	-0.001591	0.002885	-0.002314	-0.001799	NaN	-0.001716
CD37	0.001267	0.004616	0.00193	0.0004842	0.002813	0.003759	0.002774	0.003418	NaN	-0.0009482
CD38	-9.739e-05	-0.0001716	0.005581	0.007093	0.0015	0.0006706	-0.001811	-0.002756	NaN	-0.001263
CD3D	0.0009008	0.003408	0.003023	0.003345	0.000487	1.495e-05	0.002151	0.006225	NaN	0.0006289
CD3E	0.001007	-0.0004084	0.002686	0.0009561	-0.002867	-0.002936	-0.001243	0.002426	NaN	-0.00234
CD3EAP	-0.005648	-0.008367	-0.005169	-0.006021	-0.006511	-0.005704	-0.003257	0.002641	NaN	-0.003861
CD3G	0.001474	0.001915	0.0007138	0.0002683	-0.001426	0.0003298	-0.0009156	0.0007111	NaN	-0.001076
CD4	0.002766	0.000836	0.0006769	-0.0007881	0.001643	0.0007316	0.001615	0.002993	NaN	-7.009e-07
CD40	-0.001028	0.0003437	-0.00133	0.0007479	-0.0009278	-0.001208	0.001031	-0.0007784	NaN	0.000367
CD40LG	0.0003568	0.0004964	0.001829	-8.407e-05	0.0005788	-3.334e-05	0.001482	0.002188	NaN	-0.0005
CD44	0.00547	0.004454	0.0009512	-0.002443	-0.01017	-0.006227	-0.00133	0.003884	NaN	0.0009205
CD46	0.01089	0.009311	0.006408	0.00783	0.005195	0.007569	0.002551	-0.002547	NaN	0.003642
CD47	-0.00181	-0.0001978	-0.0011	0.001936	0.003672	0.002759	0.002037	-0.002243	NaN	-0.000475
CD48	-0.0002874	-0.003094	0.0007715	-0.0001229	-0.001732	-0.00373	0.002994	0.005518	NaN	0.00162
CD5	-0.0004137	7.445e-05	0.00187	0.00112	-0.0002971	0.0001595	-0.000505	0.001652	NaN	-0.0003503
CD52	-0.001232	-0.001577	0.000903	0.003123	0.002307	-0.0009792	-0.003272	0.001546	NaN	-0.003756
CD53	-0.001682	-0.0002665	0.003747	0.003537	0.003677	0.006085	0.007589	0.00184	NaN	0.001462
CD55	0.01351	0.01395	0.009183	0.01313	0.00392	0.002068	0.003646	0.002265	NaN	0.001966
CD58	-0.00269	-0.002606	-0.003412	-0.001742	-0.003635	-0.001809	-0.0002965	-0.003623	NaN	-0.001684
CD59	0.004121	0.004761	0.003274	0.002869	-0.002844	-0.007699	-0.005604	-0.002441	NaN	-0.002191
CD5L	0.00622	0.004785	0.002496	0.001187	0.001744	-0.0003839	7.7e-05	0.001973	NaN	0.001038
CD6	0.001402	0.001506	0.001348	0.0003126	0.0001609	0.0001797	-0.0002247	0.001387	NaN	5.723e-05
CD63	0.006001	0.005127	-0.0006723	-0.0002375	8.725e-05	0.001089	0.001947	0.0002059	NaN	-0.0003079
CD68	0.004158	0.002528	0.000328	-0.0009712	0.001034	0.0001685	0.001542	0.004558	NaN	-0.001201
CD69	-0.00136	-0.003945	-0.0006294	0.002551	-0.004257	-0.001011	-0.004131	-0.002474	NaN	-0.004199
CD7	-0.0005502	0.0004844	0.0004745	0.001913	-0.001693	9.289e-05	0.0007306	0.001372	NaN	-0.0007632
CD70	-0.002039	-0.001426	-0.0002453	-0.001801	-0.002607	-0.002637	0.0003357	0.001653	NaN	-0.001796
CD72	0.00024	0.002017	0.004207	0.002261	0.0005588	0.0005682	0.001232	0.002589	NaN	0.004533
CD74	0.005637	0.007607	0.008327	0.007063	0.005833	0.006726	0.01116	0.008586	NaN	0.008303
CD79A	-0.003485	0.001823	0.001476	-0.0009526	-0.0007482	-0.00307	-0.0003949	0.002873	NaN	0.001774
CD79B	-0.005795	-0.001163	-0.002233	-0.001034	2.219e-05	-0.00237	-0.00457	0.0005919	NaN	0.0009656
CD80	0.003184	0.001651	5.709e-05	-0.001926	-0.0004313	-0.001444	0.0002513	0.0006135	NaN	-0.0007197
CD81	-0.002261	0.0009247	0.0005739	-0.0001428	-0.006304	-0.002204	-0.002449	0.000253	NaN	0.0007302
CD82	0.002876	0.003518	0.002175	0.003634	0.001446	0.004185	0.003413	-0.001168	NaN	-0.001972
CD83	-0.003804	-0.003619	-0.001126	-0.003161	-0.008211	-0.006328	-0.005853	0.007276	NaN	0.001349
CD84	0.0005954	-0.0008552	-0.0003415	-0.0008812	-0.0007392	0.0003638	-0.0001376	0.0007958	NaN	-0.000171
CD86	0.001543	-2.797e-05	0.0005664	0.001223	-0.0003414	-0.002502	0.002102	-4.909e-05	NaN	0.0002755
CD8A	0.0007488	-0.001565	-0.002153	-0.003182	-0.002036	-0.00126	-0.001285	-0.0001602	NaN	-0.005339
CD8B	-0.0001066	-0.00212	-0.002112	-0.003034	-0.0009351	-7.222e-05	0.0003671	0.0009242	NaN	-0.002048
CD9	0.004135	0.006404	0.006106	0.00695	-0.000247	0.003636	0.001817	0.008169	NaN	0.004756
CD93	0.001365	-0.0005179	-0.0008647	-0.001675	0.001931	-0.0001155	-0.0004691	0.0035	NaN	-0.001086
CD96	0.004087	0.003894	0.003084	-0.001181	0.000222	-0.001123	-0.001144	-0.0002629	NaN	0.001177
CD97	0.006585	0.003426	0.002446	-0.0006379	-0.003423	0.001856	0.001343	0.0002596	NaN	0.001775
CD99	0.004318	0.006057	0.005619	0.0007466	0.00481	0.0002592	0.004334	0.001894	NaN	0.001832
CDA	-0.00304	-0.005125	-0.004481	-0.00143	-0.004156	-0.006933	-0.008016	0.0006667	NaN	-0.003819
CDADC1	0.000744	0.00267	0.002468	0.0009	0.001006	0.001128	0.00106	0.001884	NaN	0.001632
CDC123	-0.00967	-0.009671	-0.01023	-0.007582	-0.005006	-0.002269	-0.002418	-0.00553	NaN	-0.002922
CDC14A	8.768e-05	-0.0004941	-0.0009845	-0.001205	-0.0001855	-0.0002112	0.0003667	0.0007433	NaN	-0.0001019
CDC14B	0.002183	0.002974	0.001879	-9.175e-06	-0.0002218	0.0006111	0.001398	0.001531	NaN	0.0002743
CDC16	0.001556	0.003295	0.003081	0.002075	0.002162	0.001817	0.001935	-0.0006133	NaN	0.001392
CDC20	-0.009606	-0.009523	-0.004986	-0.008488	-0.00357	-0.002721	-0.01779	-0.01839	NaN	-0.006633
CDC23	-0.0007602	-0.001214	-0.000616	0.001337	-0.0006058	0.001009	0.000282	-0.001174	NaN	-0.001699
CDC25A	-0.01154	-0.01138	-0.01137	-0.01102	-0.006406	-0.006654	-0.006729	0.001767	NaN	-0.00312
CDC25B	-0.001572	-0.0007008	0.0002939	-0.0002993	-0.002889	0.001122	-0.004681	-0.01535	NaN	-0.0007807
CDC25C	0.001202	0.0004562	0.002101	0.00188	0.0009007	0.0003458	-0.001003	-0.002407	NaN	0.0005554
CDC27	-0.00283	-0.003569	-0.004053	-0.004889	-0.002423	-0.001266	0.002044	0.000394	NaN	-0.0003012
CDC34	0.003195	0.00568	0.006064	0.003773	-0.001309	-0.003126	0.0003145	0.004547	NaN	0.001937
CDC37	-0.0001708	-0.0009697	-0.0007986	-0.001038	-0.002615	-0.001257	-0.002684	0.001363	NaN	-0.001398
CDC37L1	-0.001663	-0.001252	-0.004343	-0.002534	0.002126	0.0009198	0.0003765	0.003305	NaN	-0.00268
CDC40	-0.0006216	-0.0004015	-8.047e-06	-0.0003544	0.001061	0.0005097	0.002851	-0.003104	NaN	0.0001884
CDC42	-0.001762	-0.002844	-0.001905	0.0009563	-0.002361	-0.004282	-0.001499	0.001317	NaN	9.175e-05
CDC42BPA	0.004675	0.005333	0.002991	0.002226	-0.0006884	-0.0005082	-0.000363	0.001492	NaN	0.002056
CDC42BPB	0.004087	0.0006983	0.002201	0.001752	0.0003686	-0.0006332	0.001515	-0.002243	NaN	0.001547
CDC42EP1	0.0007441	-0.003256	-0.002181	-0.0006506	-0.002007	-0.004806	-0.003919	-0.001397	NaN	-0.00113
CDC42EP2	-0.0003157	0.000574	0.0003524	-0.001085	-0.001477	-0.0009279	-0.001982	0.002376	NaN	0.0001282
CDC42EP3	0.00367	-7.321e-05	0.00332	0.001803	-0.004441	-0.008982	-0.007385	0.000169	NaN	0.001583
CDC42EP4	0.003331	0.00124	3.369e-05	0.001009	0.001772	0.002124	0.002954	0.0003198	NaN	0.0006014
CDC42SE1	0.001557	0.00151	-0.0004477	-0.003887	0.0001212	4.709e-05	-0.0007654	0.001925	NaN	-0.0035
CDC45	-0.01529	-0.01667	-0.0135	-0.01078	-0.008004	-0.009788	-0.01284	-0.001951	NaN	-0.001175
CDC5L	0.000143	-0.001466	-0.0007402	-0.0008415	-0.001121	-0.0008519	-0.0004369	0.00135	NaN	0.001018
CDC6	-0.0174	-0.01919	-0.01637	-0.01596	-0.009591	-0.009644	-0.006593	-0.0001775	NaN	-0.004368
CDC7	-0.01062	-0.009761	-0.006975	-0.0101	-0.003823	-0.002421	4.455e-05	0.001158	NaN	-0.001748
CDC73	1.878e-05	-0.001157	-0.00192	0.0005532	0.0001712	0.001279	0.0007408	0.001628	NaN	0.0002153
CDCA3	-0.003625	-0.007527	-0.002904	-0.002792	-0.00336	-0.002637	-0.00918	-0.008348	NaN	-0.0002619
CDCA4	-0.004721	-0.008239	-0.004707	-0.006555	-0.00451	-0.006093	-0.004375	0.002743	NaN	-0.0004943
CDCA8	-0.002232	-0.005276	-0.0003299	-0.001509	-0.002681	-0.002191	-0.005479	-0.006759	NaN	0.0008833
CDCP1	-0.006005	-0.004427	-0.003483	-0.002852	-0.00696	-0.004349	-0.003576	0.002214	NaN	-0.004488
CDH1	0.002793	0.001603	0.001826	0.00479	0.006627	0.001817	0.0003654	-0.00493	NaN	0.004308
CDH10	-0.003528	-0.003925	-0.004231	-0.004248	-0.002891	-0.003862	-0.002683	-0.00124	NaN	-0.003357
CDH11	0.00526	0.004103	0.003471	0.002492	0.001039	0.001006	-0.001181	0.00122	NaN	0.004834
CDH12	-5.368e-05	0.0002776	-0.0004894	-0.003457	-0.0003725	3.599e-05	-0.0009711	0.001228	NaN	-0.001718
CDH13	0.0001788	-0.0004119	-0.0002431	-0.001736	-0.001913	-0.003888	-0.000383	0.001608	NaN	-0.000755
CDH15	0.0006869	0.001484	7.704e-05	-3.747e-05	0.0004313	0.001455	0.001091	0.002436	NaN	-0.0003579
CDH16	-0.001432	-0.0002078	-0.001527	-0.002236	-0.004874	-0.002806	-7.743e-05	0.0002773	NaN	0.002072
CDH17	0.003335	0.002787	0.00118	0.001286	0.002578	0.0007939	0.0003283	-0.002051	NaN	0.001668
CDH18	-0.0007076	-0.002452	-0.001719	-0.002915	0.0003321	-0.001769	-0.001893	-0.0001369	NaN	-0.002505
CDH19	-0.000886	0.0005077	-0.0008496	0.0007943	-0.003998	-0.003572	-0.002219	4.32e-05	NaN	-0.001719
CDH2	-0.002926	-0.004717	-0.0034	-0.001563	-0.0008765	-0.006999	-0.007914	-0.002531	NaN	-0.002348
CDH20	-0.0001742	0.0006036	0.0003593	-7.218e-06	0.000674	0.0002337	0.0006326	0.0008514	NaN	0.0005282
CDH22	0.001978	0.003831	0.001716	0.002107	0.001331	0.0009656	0.0004316	0.003323	NaN	-0.0002597
CDH3	-0.0007619	0.0001037	0.001032	0.0005023	0.005829	-0.006356	-0.01526	-0.009009	NaN	-0.003535
CDH4	-0.005606	-0.004917	-0.003409	-0.003853	-0.003114	-0.002162	-0.003694	0.0004618	NaN	-0.002828
CDH5	0.004301	0.003973	0.002294	-0.0008304	0.00226	0.00186	-0.00129	-0.001552	NaN	0.000756
CDH6	-0.001994	-0.00386	-0.002929	0.0001815	0.003165	0.0007752	-0.00161	-0.004597	NaN	-0.0017
CDH7	-0.002538	-0.002518	-0.003022	-0.003008	-0.001895	-0.001083	-0.001826	0.0009288	NaN	-0.0002298
CDH8	0.0005441	-3.984e-05	-0.001284	-0.0004633	-3.191e-05	-0.0002613	0.0008601	0.001504	NaN	0.0002631
CDH9	-4.021e-05	0.0009343	-0.0001515	-0.0007433	3.018e-05	6.021e-05	0.0006513	0.0004682	NaN	8.118e-05
CDHR1	0.002147	0.004479	0.003096	0.00568	0.00135	0.000648	-0.0004458	0.001714	NaN	-0.0001643
CDHR2	-0.003443	-0.002518	-0.001858	-0.001095	-0.0004	-0.001888	-0.00227	-0.000704	NaN	-0.0008353
CDHR5	-0.0007465	-0.0001793	0.0008567	0.0002251	0.0005436	-0.001293	0.0008237	0.001906	NaN	0.0008548
CDIPT	0.008675	0.01212	0.01217	0.01171	0.002882	0.0007585	0.003458	0.001276	NaN	0.002982
CDK1	-0.001624	-0.006076	-0.004679	-0.004235	-0.003152	-0.002024	-0.005813	-0.004773	NaN	0.0005913
CDK10	0.003243	0.00402	0.003623	0.002717	0.000971	0.001379	0.0001356	0.0004215	NaN	0.0009316
CDK11A	0.001044	0.002847	0.001745	0.0002695	-0.001454	-0.001166	0.001564	0.0003198	NaN	0.001137
CDK12	0.003542	0.001414	-2.92e-05	-0.001283	-0.001397	0.001601	0.001954	0.002094	NaN	-0.001488
CDK13	0.002055	0.002245	0.001511	0.001538	0.0009271	0.0006943	0.0008036	0.0009069	NaN	0.0004347
CDK14	0.002221	0.003207	0.003638	0.002945	0.003203	0.001063	-0.001708	0.001122	NaN	-0.0003713
CDK16	-0.0009623	-0.001819	-0.002004	-0.004896	0.0004181	-0.001484	-0.001423	-0.002194	NaN	-0.001481
CDK17	0.003142	0.004899	0.004431	0.00427	0.0001773	0.001895	0.002298	0.004501	NaN	0.002552
CDK18	0.003649	0.00412	0.004834	0.001533	0.002846	0.002156	0.004528	-0.001091	NaN	0.00347
CDK19	0.009212	0.008576	0.01039	0.009415	0.003451	0.00365	0.003264	-0.004585	NaN	0.003625
CDK2	-0.001642	-0.0004195	0.0004123	0.0009319	-0.001048	-0.003397	-0.003939	-0.0004887	NaN	0.0002573
CDK20	1.126e-05	-0.0005558	-0.00255	-0.0006069	0.001661	0.002846	0.002793	0.00127	NaN	0.0001358
CDK2AP1	-0.007472	-0.00769	-0.008671	-0.004878	-0.0004517	-0.001799	-0.003277	-0.002829	NaN	-0.003853
CDK2AP2	-0.0004617	0.0001204	0.001361	0.00253	0.003908	0.003399	0.002198	-0.0005278	NaN	0.001869
CDK3	0.001019	0.0009422	-0.000116	0.0004701	0.00154	-0.0001582	0.002219	0.002517	NaN	0.000702
CDK4	-0.009904	-0.01805	-0.01617	-0.01408	-0.009192	-0.01095	-0.006479	-0.001589	NaN	-0.00321
CDK5	-0.002297	-0.0009948	-0.001871	-0.0007114	3.189e-05	0.001671	0.002312	-0.002127	NaN	0.0004168
CDK5R1	-0.0008491	-0.0008385	-0.0005725	-0.002974	-0.002349	-0.001531	-0.0004014	0.002501	NaN	-0.001472
CDK5R2	0.0007439	0.002202	0.001169	0.002425	0.001356	-3.829e-05	0.001522	0.0009174	NaN	0.001927
CDK5RAP1	2.254e-05	0.001569	0.0008354	-0.0009317	-0.00115	0.002173	0.003297	0.001724	NaN	0.001485
CDK5RAP2	-0.0006355	-0.00124	-0.0004631	-0.001441	0.002849	0.002676	0.002157	0.001049	NaN	-8.811e-05
CDK5RAP3	0.008115	0.008392	0.007546	0.0008342	0.002171	0.003983	0.004566	0.002272	NaN	0.002694
